,inflow(t-2),precipitation(t-2),temp_1(t-2),temp_2(t-2),humidity(t-2),wind(t-2),solar(t-2),inflow(t-1),precipitation(t-1),temp_1(t-1),temp_2(t-1),humidity(t-1),wind(t-1),solar(t-1),inflow(t),precipitation(t),temp_1(t),temp_2(t),humidity(t),wind(t),solar(t)
3947,13.6,0,20.2,5.5,82.5,0.7,5.9,15.6,0,23,5.7,69.5,1,7.8,15.2,0,22.1,6.9,71.3,1.7,9.6
3948,15.6,0,23,5.7,69.5,1,7.8,15.2,0,22.1,6.9,71.3,1.7,9.6,10.9,0,22.2,4.9,73.8,1.1,9.1
3949,15.2,0,22.1,6.9,71.3,1.7,9.6,10.9,0,22.2,4.9,73.8,1.1,9.1,10.7,0,19.8,5,77.8,0.7,6.6
3950,10.9,0,22.2,4.9,73.8,1.1,9.1,10.7,0,19.8,5,77.8,0.7,6.6,3.3,0.7,17.3,8.1,87.3,0.7,2.9
3951,10.7,0,19.8,5,77.8,0.7,6.6,3.3,0.7,17.3,8.1,87.3,0.7,2.9,8.6,0,16.3,5.3,71.5,1.1,7.9
3952,3.3,0.7,17.3,8.1,87.3,0.7,2.9,8.6,0,16.3,5.3,71.5,1.1,7.9,18.2,0,17.8,3.3,81.3,0.8,5.7
3953,8.6,0,16.3,5.3,71.5,1.1,7.9,18.2,0,17.8,3.3,81.3,0.8,5.7,18.8,0,18.9,3.6,80.5,0.8,6
3954,18.2,0,17.8,3.3,81.3,0.8,5.7,18.8,0,18.9,3.6,80.5,0.8,6,6.8,0,19.7,4.9,83.5,0.8,7.1
3955,18.8,0,18.9,3.6,80.5,0.8,6,6.8,0,19.7,4.9,83.5,0.8,7.1,14.8,0,20.7,6.6,85.3,0.7,5
3956,6.8,0,19.7,4.9,83.5,0.8,7.1,14.8,0,20.7,6.6,85.3,0.7,5,2.3,0,20.6,5.8,85.8,0.8,2.4
3957,14.8,0,20.7,6.6,85.3,0.7,5,2.3,0,20.6,5.8,85.8,0.8,2.4,9.6,0,18.9,3.1,83.8,0.9,5.1
3958,2.3,0,20.6,5.8,85.8,0.8,2.4,9.6,0,18.9,3.1,83.8,0.9,5.1,14.9,0,20.4,4.5,78.5,0.9,6.6
3959,9.6,0,18.9,3.1,83.8,0.9,5.1,14.9,0,20.4,4.5,78.5,0.9,6.6,5.8,0,19.9,10.2,78.5,0.8,6.7
3960,14.9,0,20.4,4.5,78.5,0.9,6.6,5.8,0,19.9,10.2,78.5,0.8,6.7,11.2,0,19.7,8,75.3,1.6,7.8
3961,5.8,0,19.9,10.2,78.5,0.8,6.7,11.2,0,19.7,8,75.3,1.6,7.8,9.6,0,13.9,4.5,94.3,0.8,1
3962,11.2,0,19.7,8,75.3,1.6,7.8,9.6,0,13.9,4.5,94.3,0.8,1,35.4,21.2,10.4,3.6,98,0.7,0
3963,9.6,0,13.9,4.5,94.3,0.8,1,35.4,21.2,10.4,3.6,98,0.7,0,14.6,0,14.6,4.1,79.3,1.8,9.1
3964,35.4,21.2,10.4,3.6,98,0.7,0,14.6,0,14.6,4.1,79.3,1.8,9.1,34.9,0,11.8,1.2,82.3,0.7,2.2
3965,14.6,0,14.6,4.1,79.3,1.8,9.1,34.9,0,11.8,1.2,82.3,0.7,2.2,24,4.6,8.9,0.9,82.3,1.7,0
3966,34.9,0,11.8,1.2,82.3,0.7,2.2,24,4.6,8.9,0.9,82.3,1.7,0,10.9,0,2.1,-3.6,24.3,4.5,9.2
3967,24,4.6,8.9,0.9,82.3,1.7,0,10.9,0,2.1,-3.6,24.3,4.5,9.2,11.8,0,3.7,-5.3,74.8,0.7,2
3968,10.9,0,2.1,-3.6,24.3,4.5,9.2,11.8,0,3.7,-5.3,74.8,0.7,2,11.5,0,17.1,-0.9,80.5,1.1,5
3969,11.8,0,3.7,-5.3,74.8,0.7,2,11.5,0,17.1,-0.9,80.5,1.1,5,20.3,0,16.3,3.5,85.5,1,2.9
3970,11.5,0,17.1,-0.9,80.5,1.1,5,20.3,0,16.3,3.5,85.5,1,2.9,12.1,0,17.3,3.8,87,0.7,2.5
3971,20.3,0,16.3,3.5,85.5,1,2.9,12.1,0,17.3,3.8,87,0.7,2.5,19.6,0,17.9,6.7,81,1.2,6.8
3972,12.1,0,17.3,3.8,87,0.7,2.5,19.6,0,17.9,6.7,81,1.2,6.8,7.7,0,17.6,5.9,80.3,1.2,4.2
3973,19.6,0,17.9,6.7,81,1.2,6.8,7.7,0,17.6,5.9,80.3,1.2,4.2,3.3,0.3,14.4,5.3,90.3,0.9,2.8
3974,7.7,0,17.6,5.9,80.3,1.2,4.2,3.3,0.3,14.4,5.3,90.3,0.9,2.8,13.2,2.9,16.7,10.1,90.5,0.5,1.7
3975,3.3,0.3,14.4,5.3,90.3,0.9,2.8,13.2,2.9,16.7,10.1,90.5,0.5,1.7,20.1,16,14.4,11.7,92.5,1.7,0
3976,13.2,2.9,16.7,10.1,90.5,0.5,1.7,20.1,16,14.4,11.7,92.5,1.7,0,19.6,0,14.4,-0.9,62.5,2.7,5.9
3977,20.1,16,14.4,11.7,92.5,1.7,0,19.6,0,14.4,-0.9,62.5,2.7,5.9,22.3,0,3.5,-4.7,38.8,2.4,8.6
3978,19.6,0,14.4,-0.9,62.5,2.7,5.9,22.3,0,3.5,-4.7,38.8,2.4,8.6,27.2,0,5.4,-0.7,82,0.8,0.4
3979,22.3,0,3.5,-4.7,38.8,2.4,8.6,27.2,0,5.4,-0.7,82,0.8,0.4,12.2,0,8.4,1.6,90,0.9,2.4
3980,27.2,0,5.4,-0.7,82,0.8,0.4,12.2,0,8.4,1.6,90,0.9,2.4,22.1,0,6.9,0.5,89.8,1.1,1.8
3981,12.2,0,8.4,1.6,90,0.9,2.4,22.1,0,6.9,0.5,89.8,1.1,1.8,18.4,1.5,9,3.4,90.3,0.9,0
3982,22.1,0,6.9,0.5,89.8,1.1,1.8,18.4,1.5,9,3.4,90.3,0.9,0,5.7,0,8.1,3.9,87.5,0.9,1.6
3983,18.4,1.5,9,3.4,90.3,0.9,0,5.7,0,8.1,3.9,87.5,0.9,1.6,23.4,0,12.4,3.1,85,0.8,4.6
3984,5.7,0,8.1,3.9,87.5,0.9,1.6,23.4,0,12.4,3.1,85,0.8,4.6,6.6,0,11.8,1.5,91,0.7,4
3985,23.4,0,12.4,3.1,85,0.8,4.6,6.6,0,11.8,1.5,91,0.7,4,17.7,0,13,4.3,64.5,2.7,0
3986,6.6,0,11.8,1.5,91,0.7,4,17.7,0,13,4.3,64.5,2.7,0,10.4,0,12.2,5.8,70,2.5,1
3987,17.7,0,13,4.3,64.5,2.7,0,10.4,0,12.2,5.8,70,2.5,1,11.8,4.3,6.9,-1.8,79.8,3.7,0.6
3988,10.4,0,12.2,5.8,70,2.5,1,11.8,4.3,6.9,-1.8,79.8,3.7,0.6,17.1,0.2,-0.6,-6.1,58.5,4.8,5.3
3989,11.8,4.3,6.9,-1.8,79.8,3.7,0.6,17.1,0.2,-0.6,-6.1,58.5,4.8,5.3,5.1,0,2.8,-9.1,69.5,1.3,8.1
3990,17.1,0.2,-0.6,-6.1,58.5,4.8,5.3,5.1,0,2.8,-9.1,69.5,1.3,8.1,16.8,0.1,2.9,-5.2,86.8,0.4,0.5
3991,5.1,0,2.8,-9.1,69.5,1.3,8.1,16.8,0.1,2.9,-5.2,86.8,0.4,0.5,20.1,0,8.4,-0.4,87,0.2,2
3992,16.8,0.1,2.9,-5.2,86.8,0.4,0.5,20.1,0,8.4,-0.4,87,0.2,2,1.9,0,11.1,0.4,80.8,1.3,2
3993,20.1,0,8.4,-0.4,87,0.2,2,1.9,0,11.1,0.4,80.8,1.3,2,10.7,0,11.9,5.7,79.3,1.4,0
3994,1.9,0,11.1,0.4,80.8,1.3,2,10.7,0,11.9,5.7,79.3,1.4,0,16.9,0,11.9,5.2,88.5,1,0
3995,10.7,0,11.9,5.7,79.3,1.4,0,16.9,0,11.9,5.2,88.5,1,0,14.1,0,10.7,3.2,92,0.5,1.3
3996,16.9,0,11.9,5.2,88.5,1,0,14.1,0,10.7,3.2,92,0.5,1.3,8.2,0,10,2.1,93,0.5,0.2
3997,14.1,0,10.7,3.2,92,0.5,1.3,8.2,0,10,2.1,93,0.5,0.2,30.2,6,6.2,-4.6,87.3,1.9,3.3
3998,8.2,0,10,2.1,93,0.5,0.2,30.2,6,6.2,-4.6,87.3,1.9,3.3,19.6,0,2.8,-5.4,81.5,0.8,5.2
3999,30.2,6,6.2,-4.6,87.3,1.9,3.3,19.6,0,2.8,-5.4,81.5,0.8,5.2,6.6,0.2,0,-5.4,87.8,0.7,0
4000,19.6,0,2.8,-5.4,81.5,0.8,5.2,6.6,0.2,0,-5.4,87.8,0.7,0,15.4,0.4,5.6,-3.5,63,2.3,5.9
4001,6.6,0.2,0,-5.4,87.8,0.7,0,15.4,0.4,5.6,-3.5,63,2.3,5.9,11.2,0,1.2,-8,65.5,0.6,7.7
4002,15.4,0.4,5.6,-3.5,63,2.3,5.9,11.2,0,1.2,-8,65.5,0.6,7.7,18.3,0,5,-6.8,64.5,0.8,8.4
4003,11.2,0,1.2,-8,65.5,0.6,7.7,18.3,0,5,-6.8,64.5,0.8,8.4,13.1,0,0.3,-6.5,80.8,0.8,1.4
4004,18.3,0,5,-6.8,64.5,0.8,8.4,13.1,0,0.3,-6.5,80.8,0.8,1.4,14.7,0,4.1,-5.6,78.8,0.7,6.4
4005,13.1,0,0.3,-6.5,80.8,0.8,1.4,14.7,0,4.1,-5.6,78.8,0.7,6.4,6.9,0,1.3,-6.7,82,0.9,4
4006,14.7,0,4.1,-5.6,78.8,0.7,6.4,6.9,0,1.3,-6.7,82,0.9,4,13.8,0,3.1,-5.6,79.8,0.6,3.6
4007,6.9,0,1.3,-6.7,82,0.9,4,13.8,0,3.1,-5.6,79.8,0.6,3.6,13.1,1.5,7.2,-2.5,73.5,1.6,0.1
4008,13.8,0,3.1,-5.6,79.8,0.6,3.6,13.1,1.5,7.2,-2.5,73.5,1.6,0.1,8,0.5,5.3,-3,57.5,5.1,3.6
4009,13.1,1.5,7.2,-2.5,73.5,1.6,0.1,8,0.5,5.3,-3,57.5,5.1,3.6,6.9,0,-0.3,-5.7,40.5,5,8
4010,8,0.5,5.3,-3,57.5,5.1,3.6,6.9,0,-0.3,-5.7,40.5,5,8,5.4,0,1.7,-11.6,54.5,1.3,7.6
4011,6.9,0,-0.3,-5.7,40.5,5,8,5.4,0,1.7,-11.6,54.5,1.3,7.6,9.3,10.8,0.8,-7,92.8,1.3,2.4
4012,5.4,0,1.7,-11.6,54.5,1.3,7.6,9.3,10.8,0.8,-7,92.8,1.3,2.4,8.1,0,-4.4,-17.4,59.3,4.5,2.5
4013,9.3,10.8,0.8,-7,92.8,1.3,2.4,8.1,0,-4.4,-17.4,59.3,4.5,2.5,3.9,0,-7.3,-18.9,71,0.6,6.6
4014,8.1,0,-4.4,-17.4,59.3,4.5,2.5,3.9,0,-7.3,-18.9,71,0.6,6.6,5.1,0,-6.2,-15,70.8,0.6,1.4
4015,3.9,0,-7.3,-18.9,71,0.6,6.6,5.1,0,-6.2,-15,70.8,0.6,1.4,6.2,0,-2.4,-13.7,65.5,0.6,5.5
4016,5.1,0,-6.2,-15,70.8,0.6,1.4,6.2,0,-2.4,-13.7,65.5,0.6,5.5,9.7,0,-2.4,-13,79.8,0.6,4.1
4017,6.2,0,-2.4,-13.7,65.5,0.6,5.5,9.7,0,-2.4,-13,79.8,0.6,4.1,6.3,0,4.1,-8.1,62.5,1,7.6
4018,9.7,0,-2.4,-13,79.8,0.6,4.1,6.3,0,4.1,-8.1,62.5,1,7.6,6.1,0.2,3.1,-2,69.5,0.8,0
4019,6.3,0,4.1,-8.1,62.5,1,7.6,6.1,0.2,3.1,-2,69.5,0.8,0,4.5,0,-1.7,-11.3,45,1.7,8.4
4020,6.1,0.2,3.1,-2,69.5,0.8,0,4.5,0,-1.7,-11.3,45,1.7,8.4,13.8,1,-2.5,-14.6,59.3,1.2,5.7
4021,4.5,0,-1.7,-11.3,45,1.7,8.4,13.8,1,-2.5,-14.6,59.3,1.2,5.7,3.4,0,-4.6,-13.2,33.3,3.4,8.1
4022,13.8,1,-2.5,-14.6,59.3,1.2,5.7,3.4,0,-4.6,-13.2,33.3,3.4,8.1,3.2,0,-5.7,-19.1,49.8,1.9,8.2
4023,3.4,0,-4.6,-13.2,33.3,3.4,8.1,3.2,0,-5.7,-19.1,49.8,1.9,8.2,7.3,0,-3.7,-17.6,64.8,0.4,8.2
4024,3.2,0,-5.7,-19.1,49.8,1.9,8.2,7.3,0,-3.7,-17.6,64.8,0.4,8.2,7,3.5,-3,-12,77.5,0.7,1.8
4025,7.3,0,-3.7,-17.6,64.8,0.4,8.2,7,3.5,-3,-12,77.5,0.7,1.8,3.5,0,-2.4,-15.1,63.8,0.4,6.8
4026,7,3.5,-3,-12,77.5,0.7,1.8,3.5,0,-2.4,-15.1,63.8,0.4,6.8,10.3,0.1,-2.8,-13.6,77,0.4,5.3
4027,3.5,0,-2.4,-15.1,63.8,0.4,6.8,10.3,0.1,-2.8,-13.6,77,0.4,5.3,7.3,0,3,-9.9,65.3,0.8,6.3
4028,10.3,0.1,-2.8,-13.6,77,0.4,5.3,7.3,0,3,-9.9,65.3,0.8,6.3,5.3,0,0.6,-8.5,67.5,0.5,5.7
4029,7.3,0,3,-9.9,65.3,0.8,6.3,5.3,0,0.6,-8.5,67.5,0.5,5.7,4.7,0,1.1,-9.7,57.5,1.1,6.5
4030,5.3,0,0.6,-8.5,67.5,0.5,5.7,4.7,0,1.1,-9.7,57.5,1.1,6.5,5.9,0,-1.9,-17.3,47.3,1.4,8.9
4031,4.7,0,1.1,-9.7,57.5,1.1,6.5,5.9,0,-1.9,-17.3,47.3,1.4,8.9,3.6,0,-3,-16.1,60.8,0.4,6.6
4032,5.9,0,-1.9,-17.3,47.3,1.4,8.9,3.6,0,-3,-16.1,60.8,0.4,6.6,2.1,0,-1.1,-12.4,72.3,0.4,4.3
4033,3.6,0,-3,-16.1,60.8,0.4,6.6,2.1,0,-1.1,-12.4,72.3,0.4,4.3,8.2,6.3,2.7,-9.5,73.5,0.3,1.2
4034,2.1,0,-1.1,-12.4,72.3,0.4,4.3,8.2,6.3,2.7,-9.5,73.5,0.3,1.2,10.5,0.2,1.7,-7.4,58.8,0.9,8.2
4035,8.2,6.3,2.7,-9.5,73.5,0.3,1.2,10.5,0.2,1.7,-7.4,58.8,0.9,8.2,6.5,0,0.9,-11.6,66.5,0.2,7.2
4036,10.5,0.2,1.7,-7.4,58.8,0.9,8.2,6.5,0,0.9,-11.6,66.5,0.2,7.2,2.7,0,2.1,-9.9,69.5,0.2,5.8
4037,6.5,0,0.9,-11.6,66.5,0.2,7.2,2.7,0,2.1,-9.9,69.5,0.2,5.8,8.5,0,3.9,-8.3,71.8,0.1,5.6
4038,2.7,0,2.1,-9.9,69.5,0.2,5.8,8.5,0,3.9,-8.3,71.8,0.1,5.6,8,0,6.9,-2.7,63.5,1.7,3.2
4039,8.5,0,3.9,-8.3,71.8,0.1,5.6,8,0,6.9,-2.7,63.5,1.7,3.2,2.2,0,2.8,-1.4,69.3,1.4,0
4040,8,0,6.9,-2.7,63.5,1.7,3.2,2.2,0,2.8,-1.4,69.3,1.4,0,2,0,5.6,-5,70.5,0.8,7.6
4041,2.2,0,2.8,-1.4,69.3,1.4,0,2,0,5.6,-5,70.5,0.8,7.6,6.3,7,1.2,-2.8,79,1.4,0
4042,2,0,5.6,-5,70.5,0.8,7.6,6.3,7,1.2,-2.8,79,1.4,0,8.9,0,2.1,-11.6,58.5,1.8,7.6
4043,6.3,7,1.2,-2.8,79,1.4,0,8.9,0,2.1,-11.6,58.5,1.8,7.6,5.6,0,2.3,-12.7,64.3,1,7.1
4044,8.9,0,2.1,-11.6,58.5,1.8,7.6,5.6,0,2.3,-12.7,64.3,1,7.1,3,0,1.7,-11.5,65.5,0.7,7
4045,5.6,0,2.3,-12.7,64.3,1,7.1,3,0,1.7,-11.5,65.5,0.7,7,9.7,0,3.6,-10.7,65.8,0.6,6.9
4046,3,0,1.7,-11.5,65.5,0.7,7,9.7,0,3.6,-10.7,65.8,0.6,6.9,3.6,0,4.6,-9.8,66.8,0.6,7.3
4047,9.7,0,3.6,-10.7,65.8,0.6,6.9,3.6,0,4.6,-9.8,66.8,0.6,7.3,5.5,0,5.2,-8.8,67.5,0.6,6.5
4048,3.6,0,4.6,-9.8,66.8,0.6,7.3,5.5,0,5.2,-8.8,67.5,0.6,6.5,4.1,0,4.5,-9.1,67.8,0.9,5
4049,5.5,0,5.2,-8.8,67.5,0.6,6.5,4.1,0,4.5,-9.1,67.8,0.9,5,3.6,0,3.1,-9.8,58.8,1,8.4
4050,4.1,0,4.5,-9.1,67.8,0.9,5,3.6,0,3.1,-9.8,58.8,1,8.4,2.3,0,3.7,-10.4,64.5,0.9,7.8
4051,3.6,0,3.1,-9.8,58.8,1,8.4,2.3,0,3.7,-10.4,64.5,0.9,7.8,2.2,0,4,-10.3,58.8,1.3,8.2
4052,2.3,0,3.7,-10.4,64.5,0.9,7.8,2.2,0,4,-10.3,58.8,1.3,8.2,0.6,2.1,2.1,-6,55.8,2.1,6.2
4053,2.2,0,4,-10.3,58.8,1.3,8.2,0.6,2.1,2.1,-6,55.8,2.1,6.2,4.9,0,2.1,-11.4,57.3,1.5,8.6
4054,0.6,2.1,2.1,-6,55.8,2.1,6.2,4.9,0,2.1,-11.4,57.3,1.5,8.6,5.4,0,2.4,-9.6,69.5,0.9,4.1
4055,4.9,0,2.1,-11.4,57.3,1.5,8.6,5.4,0,2.4,-9.6,69.5,0.9,4.1,3.7,12.8,0.8,-5.5,84.3,0.6,0
4056,5.4,0,2.4,-9.6,69.5,0.9,4.1,3.7,12.8,0.8,-5.5,84.3,0.6,0,9.3,0,3.7,-11.6,68.3,0.5,5.6
4057,3.7,12.8,0.8,-5.5,84.3,0.6,0,9.3,0,3.7,-11.6,68.3,0.5,5.6,7,0,2.9,-9.4,71,0.6,5.6
4058,9.3,0,3.7,-11.6,68.3,0.5,5.6,7,0,2.9,-9.4,71,0.6,5.6,10.4,7.6,5.9,0.5,77.5,0.9,0
4059,7,0,2.9,-9.4,71,0.6,5.6,10.4,7.6,5.9,0.5,77.5,0.9,0,5.7,0,5.4,-2.4,68.5,1.4,2.4
4060,10.4,7.6,5.9,0.5,77.5,0.9,0,5.7,0,5.4,-2.4,68.5,1.4,2.4,3.6,0,7.7,-6.4,56.3,0.9,9.3
4061,5.7,0,5.4,-2.4,68.5,1.4,2.4,3.6,0,7.7,-6.4,56.3,0.9,9.3,5.7,0,8.5,-4.5,58.3,0.9,8.6
4062,3.6,0,7.7,-6.4,56.3,0.9,9.3,5.7,0,8.5,-4.5,58.3,0.9,8.6,4.9,1,9.6,-4.2,52.5,2.5,5.4
4063,5.7,0,8.5,-4.5,58.3,0.9,8.6,4.9,1,9.6,-4.2,52.5,2.5,5.4,17.2,9.3,3.5,1.2,75,3.1,0
4064,4.9,1,9.6,-4.2,52.5,2.5,5.4,17.2,9.3,3.5,1.2,75,3.1,0,12.5,0,4.9,-3.5,48,1.6,7
4065,17.2,9.3,3.5,1.2,75,3.1,0,12.5,0,4.9,-3.5,48,1.6,7,3,0,4.8,-6.8,53.3,1.1,8.5
4066,12.5,0,4.9,-3.5,48,1.6,7,3,0,4.8,-6.8,53.3,1.1,8.5,3.8,0,3.6,-2.6,50,2.6,0.4
4067,3,0,4.8,-6.8,53.3,1.1,8.5,3.8,0,3.6,-2.6,50,2.6,0.4,6.7,0,-0.3,-5.8,31.8,3.2,8.9
4068,3.8,0,3.6,-2.6,50,2.6,0.4,6.7,0,-0.3,-5.8,31.8,3.2,8.9,5.7,2.1,-1.9,-10.5,59.8,1.7,4.8
4069,6.7,0,-0.3,-5.8,31.8,3.2,8.9,5.7,2.1,-1.9,-10.5,59.8,1.7,4.8,4.6,1,-3.6,-10.7,37,5,7.9
4070,5.7,2.1,-1.9,-10.5,59.8,1.7,4.8,4.6,1,-3.6,-10.7,37,5,7.9,3,0,-7.9,-12.3,32.5,4.3,7.5
4071,4.6,1,-3.6,-10.7,37,5,7.9,3,0,-7.9,-12.3,32.5,4.3,7.5,2.9,0,-6.8,-14.7,28,3.5,9.3
4072,3,0,-7.9,-12.3,32.5,4.3,7.5,2.9,0,-6.8,-14.7,28,3.5,9.3,3,0,-2.3,-16.4,46.3,1.1,9.4
4073,2.9,0,-6.8,-14.7,28,3.5,9.3,3,0,-2.3,-16.4,46.3,1.1,9.4,11.2,0,3.8,-13.5,48.8,1.5,9.9
4074,3,0,-2.3,-16.4,46.3,1.1,9.4,11.2,0,3.8,-13.5,48.8,1.5,9.9,6.2,0,5.2,-7.7,60.5,2,5.4
4075,11.2,0,3.8,-13.5,48.8,1.5,9.9,6.2,0,5.2,-7.7,60.5,2,5.4,4.6,1.5,3.9,-0.1,82,0.4,0
4076,6.2,0,5.2,-7.7,60.5,2,5.4,4.6,1.5,3.9,-0.1,82,0.4,0,10.5,1,6.8,-1.3,59,1.8,8.4
4077,4.6,1.5,3.9,-0.1,82,0.4,0,10.5,1,6.8,-1.3,59,1.8,8.4,11.1,0,6.2,-6.1,52,1.2,9
4078,10.5,1,6.8,-1.3,59,1.8,8.4,11.1,0,6.2,-6.1,52,1.2,9,5.8,0,7.2,-5.9,59.8,2,8.8
4079,11.1,0,6.2,-6.1,52,1.2,9,5.8,0,7.2,-5.9,59.8,2,8.8,4.4,0,9.1,-2.5,53.8,1.4,9.8
4080,5.8,0,7.2,-5.9,59.8,2,8.8,4.4,0,9.1,-2.5,53.8,1.4,9.8,9.7,0,10,-5,67,0.6,8.4
4081,4.4,0,9.1,-2.5,53.8,1.4,9.8,9.7,0,10,-5,67,0.6,8.4,12.2,0,13.4,-2.8,71.8,0.3,7.2
4082,9.7,0,10,-5,67,0.6,8.4,12.2,0,13.4,-2.8,71.8,0.3,7.2,7.3,0,14,-2.5,73,0.8,6.9
4083,12.2,0,13.4,-2.8,71.8,0.3,7.2,7.3,0,14,-2.5,73,0.8,6.9,22.1,1,5.9,1.1,61.3,3.8,0
4084,7.3,0,14,-2.5,73,0.8,6.9,22.1,1,5.9,1.1,61.3,3.8,0,31.3,10.2,2.9,-0.8,85,3,0
4085,22.1,1,5.9,1.1,61.3,3.8,0,31.3,10.2,2.9,-0.8,85,3,0,17,1,5.7,-1.2,77.8,1.5,0.7
4086,31.3,10.2,2.9,-0.8,85,3,0,17,1,5.7,-1.2,77.8,1.5,0.7,15.3,6.8,5,-0.4,81,0.5,0.7
4087,17,1,5.7,-1.2,77.8,1.5,0.7,15.3,6.8,5,-0.4,81,0.5,0.7,14.6,1.2,6.4,-0.3,80,1.3,0
4088,15.3,6.8,5,-0.4,81,0.5,0.7,14.6,1.2,6.4,-0.3,80,1.3,0,14.3,0,10.3,-1.8,60.8,1.3,7.9
4089,14.6,1.2,6.4,-0.3,80,1.3,0,14.3,0,10.3,-1.8,60.8,1.3,7.9,10.7,0,8.5,-2.5,60.5,1.5,6.5
4090,14.3,0,10.3,-1.8,60.8,1.3,7.9,10.7,0,8.5,-2.5,60.5,1.5,6.5,11.8,0,5.9,-4.6,54.8,1.3,10.8
4091,10.7,0,8.5,-2.5,60.5,1.5,6.5,11.8,0,5.9,-4.6,54.8,1.3,10.8,16.1,0,7.1,-4.3,67.5,1.4,5.3
4092,11.8,0,5.9,-4.6,54.8,1.3,10.8,16.1,0,7.1,-4.3,67.5,1.4,5.3,15,1.5,5.2,-0.7,68.3,2.3,3.6
4093,16.1,0,7.1,-4.3,67.5,1.4,5.3,15,1.5,5.2,-0.7,68.3,2.3,3.6,11.2,0,9.8,-4.2,55.5,1.5,10.7
4094,15,1.5,5.2,-0.7,68.3,2.3,3.6,11.2,0,9.8,-4.2,55.5,1.5,10.7,13.3,0,11.5,-3.9,68,0.9,6.8
4095,11.2,0,9.8,-4.2,55.5,1.5,10.7,13.3,0,11.5,-3.9,68,0.9,6.8,15.4,0,17,-0.4,61.3,1.3,8.8
4096,13.3,0,11.5,-3.9,68,0.9,6.8,15.4,0,17,-0.4,61.3,1.3,8.8,39.9,0,12.8,4.7,68.5,3,0
4097,15.4,0,17,-0.4,61.3,1.3,8.8,39.9,0,12.8,4.7,68.5,3,0,78.9,0,7.4,0.7,55,4.4,7.6
4098,39.9,0,12.8,4.7,68.5,3,0,78.9,0,7.4,0.7,55,4.4,7.6,49.6,0,10.9,0.6,65,3.4,5.7
4099,78.9,0,7.4,0.7,55,4.4,7.6,49.6,0,10.9,0.6,65,3.4,5.7,37.2,0,17.5,-1.4,65.8,1.3,10.9
4100,49.6,0,10.9,0.6,65,3.4,5.7,37.2,0,17.5,-1.4,65.8,1.3,10.9,35.3,0,18.2,0.9,65.8,1.7,7.7
4101,37.2,0,17.5,-1.4,65.8,1.3,10.9,35.3,0,18.2,0.9,65.8,1.7,7.7,59.5,0,20.6,4.6,58.8,1.5,10.3
4102,35.3,0,18.2,0.9,65.8,1.7,7.7,59.5,0,20.6,4.6,58.8,1.5,10.3,96.5,3,11.3,0.7,63.3,4.5,7.6
4103,59.5,0,20.6,4.6,58.8,1.5,10.3,96.5,3,11.3,0.7,63.3,4.5,7.6,78.1,5.2,4.7,0.5,76.8,2.7,0
4104,96.5,3,11.3,0.7,63.3,4.5,7.6,78.1,5.2,4.7,0.5,76.8,2.7,0,59,0,12.3,1.7,68.5,0.8,7.7
4105,78.1,5.2,4.7,0.5,76.8,2.7,0,59,0,12.3,1.7,68.5,0.8,7.7,49.9,0,11.7,2.5,65.5,1.8,2.7
4106,59,0,12.3,1.7,68.5,0.8,7.7,49.9,0,11.7,2.5,65.5,1.8,2.7,51.4,0,11,0.2,42.5,2.4,9.3
4107,49.9,0,11.7,2.5,65.5,1.8,2.7,51.4,0,11,0.2,42.5,2.4,9.3,48.6,0.7,7.1,-4.4,60,2.3,9.8
4108,51.4,0,11,0.2,42.5,2.4,9.3,48.6,0.7,7.1,-4.4,60,2.3,9.8,60.9,0,9,-6.4,54.3,1.2,11.2
4109,48.6,0.7,7.1,-4.4,60,2.3,9.8,60.9,0,9,-6.4,54.3,1.2,11.2,42.7,0,12.6,-3,58,1.5,10.6
4110,60.9,0,9,-6.4,54.3,1.2,11.2,42.7,0,12.6,-3,58,1.5,10.6,40.5,0,16.5,-1.2,58.5,1.7,8.2
4111,42.7,0,12.6,-3,58,1.5,10.6,40.5,0,16.5,-1.2,58.5,1.7,8.2,42.2,0,18.4,-1,47.5,1.5,11
4112,40.5,0,16.5,-1.2,58.5,1.7,8.2,42.2,0,18.4,-1,47.5,1.5,11,47.2,0,19,-1.7,50.3,1.5,10.5
4113,42.2,0,18.4,-1,47.5,1.5,11,47.2,0,19,-1.7,50.3,1.5,10.5,59.8,0,20.8,3.9,54.5,1.9,9.3
4114,47.2,0,19,-1.7,50.3,1.5,10.5,59.8,0,20.8,3.9,54.5,1.9,9.3,57.8,0,20,4.5,44.5,3.8,11.1
4115,59.8,0,20.8,3.9,54.5,1.9,9.3,57.8,0,20,4.5,44.5,3.8,11.1,67.1,0,23.5,2.4,50.5,1.2,10.7
4116,57.8,0,20,4.5,44.5,3.8,11.1,67.1,0,23.5,2.4,50.5,1.2,10.7,58.9,0,25.2,4,51.3,0.9,10.7
4117,67.1,0,23.5,2.4,50.5,1.2,10.7,58.9,0,25.2,4,51.3,0.9,10.7,81.7,0,19.2,7.7,68.3,0.5,1.2
4118,58.9,0,25.2,4,51.3,0.9,10.7,81.7,0,19.2,7.7,68.3,0.5,1.2,79.1,0,22,4.4,52.5,3.4,6.5
4119,81.7,0,19.2,7.7,68.3,0.5,1.2,79.1,0,22,4.4,52.5,3.4,6.5,74.2,2.5,22.2,10.8,46,1.5,0.8
